date,clear_sky_rad:W,clear_sky_energy_1h:J,direct_rad:W,global_rad_1h:Wh,sunshine_duration_1h:min,total_cloud_cover:p,effective_cloud_cover:p,relative_humidity_2m:p,wind_speed_2m:ms,relative_humidity_10m:p,wind_speed_10m:ms,relative_humidity_50m:p,relative_humidity_100m:p,OT
2020/9/6 16:00,190.6,909612.2,86.3,192.865,42.8,67.2,54.5,68.8,2,68.9,2.8,69.5,70.6,1.96641255
2020/9/6 17:00,74,469397.1,33.4,105.77,49.7,40.9,34.4,74,1.6,73.9,2.3,74.2,75,0.212462505
2020/9/6 18:00,5.2,123778.9,1.3,35.011,50.5,24,24,81.6,1.2,81.2,1.7,79.8,79.5,0
2020/9/6 19:00,0,1444.3,0,2.012,12.8,31.7,31.7,85.5,1.3,85.2,1.9,84.3,84.2,0
2020/9/6 20:00,0,0,0,0,0,32.1,32.1,90.9,1.3,90.5,1.9,89.2,88.8,0
2020/9/6 21:00,0,0,0,0,0,35.9,35.9,93.6,1.4,93.2,2.1,92.1,91.4,0
2020/9/6 22:00,0,0,0,0,0,36.5,36.5,95.9,1.5,95.6,2.2,94.3,93.1,0
2020/9/6 23:00,0,0,0,0,0,34.6,34.6,98,1.4,97.6,2.1,95.8,94.2,0
2020/9/7 0:00,0,0,0,0,0,31.9,31.9,99.1,1.4,98.7,2.1,96.6,94.5,0
2020/9/7 1:00,0,0,0,0,0,21.6,21.6,99.2,1.7,98.9,2.4,97.2,95.6,0
2020/9/7 2:00,0,0,0,0,0,36.3,36.3,99.1,1.6,98.8,2.3,97.1,95.4,0
2020/9/7 3:00,0,0,0,0,0,43.6,43.6,98.3,1.5,97.9,2.2,96,94.2,0
2020/9/7 4:00,0,0,0,0,0,38.2,38,95.2,1.4,94.7,2,92.6,90.3,0.02374092
2020/9/7 5:00,25.7,23702.4,10.5,12.453,30.8,36.2,36.2,92.6,1.3,92.1,1.9,89.6,87,0.573287475
2020/9/7 6:00,118.8,243175.1,67.8,69.341,48.4,32,32,87.5,1.2,87,1.7,84.8,82.1,0.912649995
2020/9/7 7:00,241.3,646142,147.4,165.279,49.6,53.8,41.4,79.3,1.5,78.9,2.2,77.2,75.2,3.741387525
2020/9/7 8:00,359.2,1085320.4,204.5,261.978,56.1,93.5,50.1,72.4,1.9,72,2.7,70.2,68,5.940275099999999
2020/9/7 9:00,456.3,1475943.2,208,336.285,60,97.1,48.5,63.4,1.9,63,2.8,61.5,59.8,4.8565498499999995
2020/9/7 10:00,522.7,1772554.8,152.8,368.013,59.3,100,50.6,56.3,1.9,56.3,2.7,56.2,56.4,3.370412475
2020/9/7 11:00,552.7,1947248.7,164.2,383.687,36.6,99.5,69.3,53.5,2.2,53.1,3.1,51.7,51.2,3.7423999500000003
2020/9/7 12:00,543.5,1984955.4,108.9,342.175,17.9,99.4,84.7,52.2,2.2,51.5,3.2,49.1,47.9,1.7834499750000001
2020/9/7 13:00,496.2,1882511.8,2.3,202.68,1.4,100,98.8,63.4,1.4,62.1,2,57.5,54.2,0.7504125300000001
2020/9/7 14:00,414.5,1648564.3,1.9,107.228,0.5,100,99.6,64.9,1.3,63.3,1.8,57.6,53.7,0.36465191999999996
2020/9/7 15:00,306.3,1303913.4,1.2,79.995,0,100,100,63.5,1.3,62,1.8,56.6,53.2,0.14860226999999998
2020/9/7 16:00,183.6,883536.7,0.5,47.109,7.7,99.8,93.5,68.4,1.2,67.2,1.7,63.1,60.3,0.042224984999999986
2020/9/7 17:00,68.6,446304.3,0.2,21.334,0,100,100,74.9,1.4,74.2,1.9,71.5,69.3,0.0005999849999999999
2020/9/7 18:00,2.5,110354.5,0,5.962,0,100,100,89.4,2.8,87.8,4,82,77.6,0
2020/9/7 19:00,0,708.9,0,0.092,0,99.8,99.8,88.8,2.7,87.6,3.8,83.1,79.2,0
2020/9/7 20:00,0,0,0,0,0,81.9,79.8,87.8,2.7,86.8,3.8,82.8,79.4,0
2020/9/7 21:00,0,0,0,0,0,86.2,86.2,83.6,2,82.6,2.8,79.1,76.1,0
2020/9/7 22:00,0,0,0,0,0,87.4,87.3,83.1,1.9,82.1,2.7,78.3,75.2,0
2020/9/7 23:00,0,0,0,0,0,99.6,99.6,84.9,1.9,83.8,2.7,79.5,75.8,0
2020/9/8 0:00,0,0,0,0,0,70.9,70.3,88.7,1.7,87.8,2.4,84.1,80.8,0
2020/9/8 1:00,0,0,0,0,0,84,83.9,89.3,1.8,89.1,2.6,88.2,87.5,0
2020/9/8 2:00,0,0,0,0,0,62.4,55.2,89.7,1.9,89.6,2.8,89.1,88.7,0
2020/9/8 3:00,0,0,0,0,0,91.9,89.2,90.7,1.7,90.2,2.5,88.3,86.7,0
2020/9/8 4:00,0,0,0,0,0,97.6,96.7,89.1,1.6,88.2,2.4,84.8,81.7,0.0189
2020/9/8 5:00,23.1,19818.9,0.6,4.152,4.1,99.2,98.9,91.9,2.7,90.5,3.8,85.4,81.2,0.153599985
2020/9/8 6:00,113.8,228618.3,8.1,23.086,28.5,86.2,81.1,88.2,3,87.8,4.3,86.3,84.9,0.376799985
2020/9/8 7:00,235.4,626118.1,17.7,62.835,19.7,95.2,92.1,86.1,2.4,86,3.5,85.4,84.7,0.28528123499999997
2020/9/8 8:00,353.1,1063540.5,4.9,84.343,0.1,100,100,90.5,2.5,89.6,3.7,86.4,83.9,1.6484250150000002
2020/9/8 9:00,449.9,1453315.8,9.8,96.625,15.5,93.2,91.8,85.7,2.6,85.2,3.7,83.2,81.3,1.8063374849999996
2020/9/8 10:00,516.2,1749248.2,64.6,170.296,16.5,93.6,91.5,83.7,2.6,83.5,3.7,82.6,81.8,3.461175
2020/9/8 11:00,545.9,1923226.6,155,277.035,36.1,68.2,59.7,75.9,2.6,76.1,3.7,76.5,76.9,3.560887575
2020/9/8 12:00,536.5,1960147.5,225.5,343.252,29.5,69.1,61.6,70.7,3.3,70.8,4.7,71.4,72.2,2.7690374250000005
2020/9/8 13:00,488.9,1856897,219.3,342.065,22.7,82.2,81.5,74,2.5,74.2,3.6,74.9,75.9,2.9118750749999998
2020/9/8 14:00,407.1,1622241.5,164.5,286.732,25.1,73.5,71.3,71.1,3.7,71,5.3,70.7,70.7,1.1617875
2020/9/8 15:00,298.9,1277220.9,123.5,221.79,30.3,60.5,60.5,70.4,3.3,70.3,4.8,70.3,70.6,3.85725015
2020/9/8 16:00,176.5,857380,66,155.022,27.2,67.2,67.2,72.8,3.2,72.6,4.5,72.2,72.2,1.3607999999999998
2020/9/8 17:00,63.3,423406.4,20.4,80.651,28.8,62.5,62.5,75.8,2.8,75.7,4,75.4,75.6,0.10875001499999999
2020/9/8 18:00,0,97429.2,0,22.424,28.8,61.4,61.4,79.8,2.6,79.7,3.8,79.3,79.2,0
2020/9/8 19:00,0,0,0,0,0.6,97,97,88.6,2.1,88.6,3,88.5,88.5,0
2020/9/8 20:00,0,0,0,0,0,77.5,77.5,90.7,2.4,90.6,3.4,90.2,89.9,0
2020/9/8 21:00,0,0,0,0,0,63.3,63.3,88,2.5,87.8,3.6,87,86.4,0
2020/9/8 22:00,0,0,0,0,0,67.8,67.8,86.9,2.2,86.6,3.2,85.3,84.3,0
2020/9/8 23:00,0,0,0,0,0,77.1,77.1,85.8,2,85.4,2.8,83.8,82.4,0
2020/9/9 0:00,0,0,0,0,0,74.4,74.4,86.1,2,85.6,2.8,83.9,82.4,0
2020/9/9 1:00,0,0,0,0,0,61.9,61.9,85.4,2.5,85.3,3.5,84.6,84.1,0
2020/9/9 2:00,0,0,0,0,0,70.3,70.3,85.4,2.3,84.9,3.3,83,81.3,0
2020/9/9 3:00,0,0,0,0,0,93.1,72.1,85.9,1.8,85,2.6,81.6,78.5,0
2020/9/9 4:00,0,0,0,0,0,56.4,56.1,86,1.6,84.8,2.3,79.9,75.6,0.00064998
2020/9/9 5:00,20.6,16415.7,1.3,4.53,1.5,97.2,97.2,83.9,1.8,82.7,2.5,78.2,74.1,0.1827
2020/9/9 6:00,108.7,214403.5,9.3,25.396,20.4,75.6,75.6,80.8,1.5,79.8,2.2,75.8,72.2,0.60026247
2020/9/9 7:00,229.5,606110.9,31.9,71.072,6.1,95.3,95.2,84.2,1.5,83.6,2.2,81.4,79.2,0.7255125
2020/9/9 8:00,346.8,1041659,37.1,116.957,3.1,99.7,98.9,86.1,1.2,85.5,1.8,83.1,80.8,2.6248124250000004
2020/9/9 9:00,443.5,1430533.6,22.9,144.622,0.8,100,100,86.7,1.3,86.3,1.9,84.2,82.2,0.7270875
2020/9/9 10:00,509.5,1725755.6,34.1,169.723,1.6,99.2,99,84.2,1.5,83.8,2.1,82.2,80.5,2.6273999249999997
2020/9/9 11:00,539,1898998.9,54.5,203.391,2.1,97.2,97.2,78.7,2.4,78.7,3.5,78.8,78.9,1.9240874999999997
2020/9/9 12:00,529.5,1935124.6,75.9,223.912,0,100,100,76.5,3.4,76.6,4.9,76.6,76.5,1.661324985
2020/9/9 13:00,481.6,1831068.3,108.3,236.424,6.2,93.8,92.9,81.6,2.6,81.6,3.7,81.9,82.1,0.9846374849999998
2020/9/9 14:00,399.7,1595719.9,77.5,230.454,14.9,92.1,86,79.4,3.4,79.6,4.9,80.1,80.7,1.107675
2020/9/9 15:00,291.4,1250368.4,36.1,180.64,2.1,99.3,98.3,83.7,3.4,83.6,4.9,83.4,83.4,0.49526253
2020/9/9 16:00,169.5,831159.6,22.9,120.458,11.9,96.1,92.1,83,3.3,83.1,4.7,83.6,84.1,0.18315
2020/9/9 17:00,58.1,400741.8,9,62.5,15.8,96.9,93.6,83.8,3.4,83.8,4.9,84.1,84.6,0.006637499999999999
2020/9/9 18:00,0,85647.2,0,16.278,33.2,95.7,82.1,82.1,3.1,82.1,4.4,82.1,82.2,0
2020/9/9 19:00,0,0,0,0,0.3,99.5,98.4,82.7,2.8,82.8,4,83.2,83.8,0
2020/9/9 20:00,0,0,0,0,0,84.8,83.2,87,3.3,87.1,4.7,87.8,88.7,0
2020/9/9 21:00,0,0,0,0,0,99.4,99.4,87.6,3.6,87.8,5.1,88.4,89.2,0
2020/9/9 22:00,0,0,0,0,0,98.3,98.3,92.3,3.8,92.2,5.5,91.9,91.8,0
2020/9/9 23:00,0,0,0,0,0,96.3,96.3,93.6,4.2,93.4,6.1,92.6,92.2,0
2020/9/10 0:00,0,0,0,0,0,98.8,98.8,91.3,3.8,91.2,5.4,91,91,0
2020/9/10 1:00,0,0,0,0,0,99.9,99.9,89.9,4,89.7,5.8,89,88.6,0
2020/9/10 2:00,0,0,0,0,0,94.8,94.8,89.9,4.5,89.8,6.4,89.7,89.7,0
2020/9/10 3:00,0,0,0,0,0,73.9,73.9,93,4.2,93.1,6.1,93.3,93.6,0
2020/9/10 4:00,0,0,0,0,0,70.8,70.8,90.2,4.6,90.1,6.6,90,90.2,0.02835
2020/9/10 5:00,18.3,13035.6,2,4.83,10,88.8,88.8,87.1,4.8,87,6.9,86.7,86.7,0.18779998499999997
2020/9/10 6:00,103.7,200548.5,7.9,21.655,11.5,96.1,96.1,86,4.7,85.9,6.7,85.7,85.8,0.361612485
2020/9/10 7:00,223.6,586133.1,4.4,35.702,1.3,99.6,99.6,88.3,4.6,88.1,6.7,87.2,86.8,0.78183747
2020/9/10 8:00,340.6,1019682.7,6.9,48.361,2.3,99.1,99.1,86.9,4.9,86.9,7.1,86.7,86.7,0.6880499999999999
2020/9/10 9:00,437,1407602,8.9,64.181,2,99.6,99.6,87.2,4.8,87.1,7,86.9,87,1.027875015
2020/9/10 10:00,502.9,1702081.9,11.2,78.102,5.9,98.6,98.6,86.1,4.8,86,6.9,85.7,85.7,2.953575
2020/9/10 11:00,532.2,1874571.3,51.8,120.598,10.4,94.9,94.9,83,4.6,82.8,6.6,82.4,82.3,3.9457876499999998
2020/9/10 12:00,522.4,1909893,144.1,204.533,34.7,96.9,80.6,77.6,4,77.4,5.8,77.2,77.4,4.225949999999999
2020/9/10 13:00,474.3,1805033.3,113.1,247.513,16.7,99.8,93.4,58.8,5,58.3,7.2,57.4,57.5,3.313312425
2020/9/10 14:00,392.2,1569008.8,41.8,206.908,14.6,99.9,93.2,60,4.1,59.5,5.9,59,59.3,2.1303375749999995
2020/9/10 15:00,283.9,1223368,28.2,150.457,20.4,100,90.3,67.1,3.5,66.7,5.1,66.3,66.8,0.92144997
2020/9/10 16:00,162.5,804893.7,9.4,98.651,10.8,100,94.2,70.9,2.8,70.8,4,71.3,72.3,0.389475
2020/9/10 17:00,53.1,378351.3,0.9,47.316,13.6,100,92.9,74.6,2.5,74.5,3.5,74.5,75.1,0.0144
2020/9/10 18:00,0,74273,0,12.386,33.6,100,83.5,75.8,2.2,75.8,3.2,75.9,76.6,0
2020/9/10 19:00,0,0,0,0,0.2,100,99.2,77.9,2.2,77.9,3.1,77.9,78.3,0
2020/9/10 20:00,0,0,0,0,0,100,100,78.4,2.2,78.2,3.1,77.6,77.3,0
2020/9/10 21:00,0,0,0,0,0,100,97.3,78.7,1.8,78.2,2.6,76.5,75,0
2020/9/10 22:00,0,0,0,0,0,100,99.1,77.1,1.5,76.4,2.2,73.5,70.7,0
2020/9/10 23:00,0,0,0,0,0,99.9,99.2,74.4,1.5,73.6,2.1,70.4,67.4,0
2020/9/11 0:00,0,0,0,0,0,99.8,99.8,71.9,1.6,71.1,2.3,67.9,65.1,0
2020/9/11 1:00,0,0,0,0,0,100,100,76.2,1.9,75.5,2.7,72.8,70.1,0
2020/9/11 2:00,0,0,0,0,0,77.7,65.5,75,2.1,74.1,3,70.2,66.4,0
2020/9/11 3:00,0,0,0,0,0,86.7,73.3,72.8,2.1,71.7,3,67.6,63.9,0
2020/9/11 4:00,0,0,0,0,0,99.1,99.1,69.5,2.1,68.5,3,64.8,61.6,0
2020/9/11 5:00,16,9669.3,1.4,3.561,6,80,80,65.5,2,64.7,2.8,61.5,58.8,0
2020/9/11 6:00,98.7,187067.6,17.7,31.436,29,59.9,57.7,63.9,1.7,63,2.4,59.7,56.9,1.26762501
2020/9/11 7:00,217.7,566198.2,85.2,106.078,44.5,55.7,45.7,68.4,1.6,67.8,2.4,65.4,63.2,5.06492505
2020/9/11 8:00,334.3,997618.8,226.8,230.362,56.3,7.7,7.2,60.6,1.6,60,2.4,57.6,55.4,6.7062126
2020/9/11 9:00,430.5,1384526.5,306.8,349.699,59.5,99.8,50.3,56.1,1.3,55.8,1.9,54.6,53.7,4.1114375999999995
2020/9/11 10:00,496.1,1678232.7,250,400.515,60,100,50,52.8,1.2,52.8,1.7,53,53.4,6.18871245
2020/9/11 11:00,525.2,1849949.6,166.6,393.583,59.8,100,50.1,52.8,1.2,52.5,1.7,51.4,51,2.9611124999999996
2020/9/11 12:00,515.2,1884459.5,96.8,349.425,49.8,100,58.5,53.2,1.6,52.6,2.3,50.6,49.5,2.056275
2020/9/11 13:00,466.9,1778799.8,25.6,271.548,8.5,100,92.9,58.5,1.5,57.7,2.2,54.7,52.9,1.723149975
2020/9/11 14:00,384.7,1542117.7,16.9,197.5,5.9,100,95.1,64.5,1.6,63.1,2.3,58.1,54.5,0.992700015
2020/9/11 15:00,276.5,1196231.7,10.6,143.629,6.9,100,94.2,62.6,2,61.4,2.9,57,53.8,0.3751875
2020/9/11 16:00,155.6,778601.6,1.5,89.724,0.6,100,99.5,58.3,2.6,57.3,3.7,53.9,51.6,0.0742125
2020/9/11 17:00,48.3,356277.6,0,38.635,0,100,100,59.5,3.5,59,5,57.3,56.3,0.010062495
2020/9/11 18:00,0,63293.5,0,7.769,0,100,100,68.1,3.4,67.6,4.8,65.6,64.2,0
2020/9/11 19:00,0,0,0,0,0,100,100,66.6,3,66.1,4.3,64.3,63.1,0
2020/9/11 20:00,0,0,0,0,0,100,100,66.1,2.3,65.6,3.3,63.7,62.6,0
2020/9/11 21:00,0,0,0,0,0,100,100,69.7,2,69,2.9,66.9,65.5,0
2020/9/11 22:00,0,0,0,0,0,99.5,99.4,72.9,2,72.2,2.9,69.8,68,0
2020/9/11 23:00,0,0,0,0,0,66.2,55.5,74.4,2,73.4,2.8,69.5,66.7,0
2020/9/12 0:00,0,0,0,0,0,58.7,56.5,77.5,1.9,76.2,2.8,71.5,67.8,0
2020/9/12 1:00,0,0,0,0,0,50.7,50.7,88.8,1.2,87.5,1.7,82.5,78.4,0
2020/9/12 2:00,0,0,0,0,0,15.5,15.5,94.8,1.6,93.1,2.3,86.6,81.4,0
2020/9/12 3:00,0,0,0,0,0,16.2,16.2,96.1,1.5,94,2.2,86.2,80,0
2020/9/12 4:00,0,0,0,0,0,3.8,3.8,94.9,1.5,92.7,2.1,84.4,77.6,0
2020/9/12 5:00,13.8,6310.1,2.9,6.701,24.6,93.1,51,91.5,1.3,89.2,1.8,80.6,73.6,0.055412504999999994
2020/9/12 6:00,93.8,173971.3,24.2,47.156,46.8,96.6,60.7,84.7,1.6,82.9,2.2,76.2,70.7,0.6478250099999999
2020/9/12 7:00,211.8,546320.2,66.7,119.267,36.2,93.6,69.3,78.4,1.5,77,2.1,71.6,67,1.050274995
2020/9/12 8:00,328,975474.7,95,189.44,39.7,93.7,68.6,73.9,0.9,72.4,1.4,66.5,61.5,1.9527375
2020/9/12 9:00,423.9,1361312.8,83,237.317,8.2,99.7,93.1,71,0.7,69.7,1,64.5,59.9,2.046462525
2020/9/12 10:00,489.4,1654213.6,41.8,239.775,4.4,99.8,96.2,69.8,0.7,68.7,1,64.6,61,2.922150075
2020/9/12 11:00,518.2,1825139.9,51.7,241.679,8.6,99.5,92.6,68.2,0.7,67.2,1,63.5,60.5,2.0243375250000004
2020/9/12 12:00,507.9,1858831,36,245.04,4.4,99.7,96.2,63.4,0.6,62.5,0.9,59.6,57.7,1.4371875
2020/9/12 13:00,459.5,1752376,13.5,196.6,3.2,99.8,97.7,75.5,0.4,75,0.6,73.1,71.4,5.5542874499999995
2020/9/12 14:00,377.1,1515056.3,11.6,139.516,2.6,99.9,97.9,79.7,1,78.9,1.4,75.6,72.6,3.64517505
2020/9/12 15:00,268.9,1168972.4,27.6,123.319,11,99.2,90.7,80.6,1,79.1,1.5,73.3,68.3,1.1638125
2020/9/12 16:00,148.6,752303,34.1,121.237,56.5,89.8,48.2,78.4,1.1,77.3,1.5,72.9,69,1.199175
2020/9/12 17:00,43.6,334565.2,7.1,75.538,14.5,98.7,88.1,81,1.3,80.2,1.8,77.1,74.6,0.2078625
2020/9/12 18:00,0,52692.6,0,18.258,20,97.5,80.8,83,0.9,82,1.3,78.5,75.9,0
2020/9/12 19:00,0,0,0,0,0,75.8,43.2,82.3,2.3,81.5,3.2,78.6,76.3,0
2020/9/12 20:00,0,0,0,0,0,41.7,26.8,84,2.3,82.9,3.2,79.1,76.1,0
2020/9/12 21:00,0,0,0,0,0,95.4,65.1,81.6,2.2,80.2,3.2,75,70.9,0
2020/9/12 22:00,0,0,0,0,0,99.2,79.9,79,2.3,77.5,3.3,71.6,67,0
2020/9/12 23:00,0,0,0,0,0,99.5,91.5,78,2.4,77.2,3.4,74.3,72,0
2020/9/13 0:00,0,0,0,0,0,99,94.2,86.8,2.8,85.9,4,82.4,79.5,0
2020/9/13 1:00,0,0,0,0,0,97.8,90.9,89.4,2.4,88.4,3.5,84.4,81.1,0
2020/9/13 2:00,0,0,0,0,0,88,79.8,90,2.7,89.3,3.9,86.6,84.4,0
2020/9/13 3:00,0,0,0,0,0,90.2,79.3,89.8,2.5,89.3,3.6,87.3,85.7,0
2020/9/13 4:00,0,0,0,0,0,97.5,92.3,87.8,2.4,87.4,3.4,85.7,84.3,0
2020/9/13 5:00,11.6,3245.6,0.8,4.276,6.2,93.6,89.6,85.3,2.5,84.9,3.6,83.4,82.1,0.06557498999999999
2020/9/13 6:00,88.9,161265.3,16.9,32.146,5.2,95.6,95.4,82.2,2.9,82,4.2,81.1,80.3,0.315987495
2020/9/13 7:00,205.8,526513.9,48.7,90.237,19.5,83.7,79.9,80.5,3.3,80.4,4.8,80,79.5,0.38206250999999997
2020/9/13 8:00,321.6,953258,62.2,147.509,9.6,91.7,91.2,78.6,2.9,78.6,4.1,78.6,78.8,0.55875
2020/9/13 9:00,417.3,1337967.1,52.8,172.542,2.5,98.6,98.6,76.8,2.7,76.9,3.9,77.3,77.8,0.81568752
2020/9/13 10:00,482.5,1630030.2,71.6,182.845,16.4,90.3,90.3,76.4,3.2,76.4,4.6,76.3,76.3,1.1131125
2020/9/13 11:00,511.1,1800148.4,101.9,206.23,14.4,91.4,90.9,72.8,2.9,72.9,4.2,73.6,74.5,0.74902497
2020/9/13 12:00,500.7,1833014.6,149.3,243.001,13.5,90.5,89,71.9,2.7,72,3.9,72.9,73.9,0.8287375199999999
2020/9/13 13:00,452,1725770.2,144.8,255.969,19.3,85.7,85.7,70.8,3.5,70.8,5.1,71.3,72,0.892375005
2020/9/13 14:00,369.5,1487834.6,123.5,228.993,22.3,76.5,76.5,68.6,3.1,68.6,4.4,68.6,69.1,2.526399975
2020/9/13 15:00,261.4,1141602.9,102.8,191.93,30.2,62.8,62.8,67.6,3,67.5,4.4,67.4,67.8,3.08830005
2020/9/13 16:00,141.7,726018.9,51.3,136.093,29.6,65.3,65.3,69.8,2.8,69.6,4,69,68.9,0.83230002
2020/9/13 17:00,39.2,313260.5,11.4,63.632,19.4,76,76,72,2.3,71.8,3.2,71,70.6,0.009087495
2020/9/13 18:00,0,44795.6,0,14.229,5.1,91.9,91.9,75.9,1.7,75.5,2.5,74.2,73.7,0
2020/9/13 19:00,0,0,0,0,0,72.5,51.3,79.7,1.5,79.3,2.2,78.1,77.6,0
2020/9/13 20:00,0,0,0,0,0,90.1,77.5,80.2,1.6,80,2.3,79.4,79.2,0
2020/9/13 21:00,0,0,0,0,0,95.6,93.8,80.4,1.6,80.3,2.3,79.9,80,0
2020/9/13 22:00,0,0,0,0,0,99.1,94.7,80.3,1.6,80.2,2.3,80.1,80.4,0
2020/9/13 23:00,0,0,0,0,0,98.9,97.3,81.1,1.8,81,2.5,80.8,81.2,0
2020/9/14 0:00,0,0,0,0,0,93.2,89.3,84.6,1.8,84.5,2.5,84.4,84.7,0
2020/9/14 1:00,0,0,0,0,0,98.5,93.1,87.7,1.4,87.7,2,87.8,88.3,0
2020/9/14 2:00,0,0,0,0,0,98.6,88.5,87.4,1.6,87.3,2.3,87.2,87.6,0
2020/9/14 3:00,0,0,0,0,0,99.5,71.6,88.6,1.5,88.3,2.2,88.1,88.2,0
2020/9/14 4:00,0,0,0,0,0,100,71.4,87.1,1.3,86.9,1.9,86.6,86.8,0
2020/9/14 5:00,9.4,2642.3,0.8,3.646,11.1,97,75.7,86.4,1.3,86.1,1.9,85.7,85.9,0.21349999499999997
2020/9/14 6:00,84.1,148950.8,19.2,33.782,16.4,77.8,77,86.3,1.4,86.1,2,85.9,86.4,0.964662495
2020/9/14 7:00,199.9,506795,62.8,97.344,28.2,82.3,69.1,81.5,1.3,81.4,1.9,82,83.3,0.7649750099999999
2020/9/14 8:00,315.2,930976.7,83.8,165.222,22.2,96.8,80.1,75.4,2.3,75.2,3.3,75.5,77.1,1.6458375
2020/9/14 9:00,410.7,1314495.5,109.4,221.194,22.5,77.2,70.3,69.1,2.3,68.9,3.3,68.8,70.2,2.391699975
2020/9/14 10:00,475.7,1605688.8,158.6,274.275,15.3,76.1,75.4,63.6,2.5,63.4,3.6,62.7,63.9,6.08687505
2020/9/14 11:00,504,1774981.6,158.5,307.762,19.7,77.8,73,59.9,2.5,59.7,3.5,58.8,59.8,6.2326500000000005
2020/9/14 12:00,493.3,1807017.7,126,291.041,27.8,82.2,68.2,59.4,1.9,59.1,2.7,58,58.8,6.9677999999999995
2020/9/14 13:00,444.5,1698991,65.3,221.735,5.7,98.4,95.5,61.4,1.7,60.9,2.4,59.3,59.9,3.8518375499999995
2020/9/14 14:00,361.8,1460463.1,49.1,157.683,16.1,92.7,86.2,66,1.6,65.5,2.3,63.7,64,1.231512495
2020/9/14 15:00,253.8,1114136.7,47.5,135.824,23.3,84,84,66.9,1.5,66.5,2.2,65.2,65.8,0.92385
2020/9/14 16:00,134.8,699770.9,27.2,104.412,20.7,96.1,88,69.7,1.3,69.2,1.8,67.8,68.3,0.282837495
2020/9/14 17:00,35.1,292411.1,8,50.644,29.5,88,77.4,73.1,1.1,72.4,1.6,70.3,70.3,0.013287495
2020/9/14 18:00,0,38328.6,0,11.734,21.8,77.2,72.4,77.3,1,76.4,1.4,73.6,73.1,0
2020/9/14 19:00,0,0,0,0,0,96.9,93.4,78.7,0.7,78,1,75.6,75.1,0
2020/9/14 20:00,0,0,0,0,0,99.9,99.5,78.7,0.5,78.2,0.8,76.4,76,0
2020/9/14 21:00,0,0,0,0,0,99.9,99.3,79.4,0.6,79,0.9,77.3,77,0
2020/9/14 22:00,0,0,0,0,0,97.7,96.7,80.4,0.6,79.9,0.9,78.2,77.8,0
2020/9/14 23:00,0,0,0,0,0,96,90.2,82,0.6,81.3,0.9,79.1,78.4,0
2020/9/15 0:00,0,0,0,0,0,92.3,70.7,83,0.6,82.3,0.9,80,79.3,0
2020/9/15 1:00,0,0,0,0,0,71.1,63.9,90.3,0.4,89.4,0.6,86.4,85.3,0
2020/9/15 2:00,0,0,0,0,0,98.1,93.1,91.4,0.4,90.2,0.6,86.2,84.4,0
2020/9/15 3:00,0,0,0,0,0,99.9,97.9,91.6,0.4,90.3,0.6,85.8,83.6,0
2020/9/15 4:00,0,0,0,0,0,99.4,96.9,91.1,0.5,89.8,0.7,85.3,82.9,0
2020/9/15 5:00,7.3,2039.1,0.5,1.373,4.1,86.8,82.1,87,0.9,86,1.4,82.6,80.6,0.11177499
2020/9/15 6:00,79.4,137024.3,9,20.428,20.3,90.9,83.8,84.6,1.1,83.8,1.5,81.4,79.7,0.147675
2020/9/15 7:00,193.9,487179.9,31.9,70.697,6.1,95.8,93,84.4,0.8,84.4,1.2,84.4,84.3,0
2020/9/15 8:00,308.8,908639.2,85.2,152.411,4.9,97.8,95.1,79.7,1.1,80,1.6,80.9,81.4,0
2020/9/15 9:00,404,1290904.3,147.6,248.95,14.5,99.1,87.5,76.4,1.4,76.7,2,77.6,78.1,0
2020/9/15 10:00,468.7,1581195.4,177.6,323.2,26.7,97.6,80.3,73.1,1.6,73.2,2.3,73.8,74.5,0
2020/9/15 11:00,496.9,1749646.3,109.4,325.582,16.1,99.7,92.5,72.7,1.7,72.8,2.4,73,73.8,0
2020/9/15 12:00,485.9,1780847.8,22.8,234.965,3.8,99.9,97.3,71.1,1.9,71.1,2.8,70.9,71.8,0
2020/9/15 13:00,436.9,1672047.2,0.3,124.681,0,100,100,76.8,1.6,76.8,2.3,76.6,77.2,0
2020/9/15 14:00,354.2,1432952.4,0,66.557,0,100,100,82.7,1.3,82.6,1.9,82.2,82.3,0
2020/9/15 15:00,246.3,1086587.8,0,42.243,0,100,100,89.7,1.2,89.2,1.8,87.7,86.8,0
2020/9/15 16:00,128,673581.9,0,26.624,0,100,100,91.1,1.1,90.6,1.6,89,87.8,0
2020/9/15 17:00,31.1,272065,0,13.603,0,100,100,92.8,1.2,92.3,1.8,90.6,89.5,0
2020/9/15 18:00,0,32141.4,0,2.947,0,100,100,93.6,1,93,1.4,91,89.6,0
2020/9/15 19:00,0,0,0,0,0,100,100,93.7,0.9,93.3,1.4,91.9,91.1,0
2020/9/15 20:00,0,0,0,0,0,100,100,95.3,2.1,94.9,3,93.6,92.6,0
2020/9/15 21:00,0,0,0,0,0,100,100,95.2,1.4,94.8,2,92.9,91.4,0
2020/9/15 22:00,0,0,0,0,0,100,100,95.4,1.8,95,2.6,92.8,91.1,0
2020/9/15 23:00,0,0,0,0,0,100,100,95.8,2.1,95.4,3.1,93.7,92.4,0
2020/9/16 0:00,0,0,0,0,0,100,100,93.5,3.8,93.1,5.4,91.1,89.3,0
